No errors
No warnings
856 ms
data source=metars
4678 results
raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
KMEM 012354Z 19009KT 10SM FEW250 24/11 A3001 RMK AO2 SLP158 T02390106 10267 20233 56010,KMEM,2020-05-01T23:54:00Z,35.07,-89.98,23.9,10.6,190,9,,10.0,30.008858,1015.8,,,TRUE,,,,,,,FEW,25000,,,,,,,VFR,-1.0,26.7,23.3,,,,,,,,,METAR,86.0
KVTA 012354Z AUTO 29004KT 10SM OVC037 14/08 A3005 RMK AO2 SLP176 T01440078 10150 20117 53011,KVTA,2020-05-01T23:54:00Z,40.02,-82.47,14.4,7.8,290,4,,10.0,30.050198,1017.6,,TRUE,TRUE,,,,,,,OVC,3700,,,,,,,VFR,1.1,15.0,11.7,,,,,,,,,METAR,268.0
KVSF 012354Z AUTO 00000KT 10SM FEW050 BKN075 OVC100 14/12 A2968 RMK AO2 RAB24E49 SLP053 P0001 60001 T01440122 10183 20144 53015,KVSF,2020-05-01T23:54:00Z,43.35,-72.52,14.4,12.2,0,0,,10.0,29.681103,1005.3,,TRUE,TRUE,,,,,,,FEW,5000,BKN,7500,OVC,10000,,,VFR,1.5,18.3,14.4,,,0.01,,0.01,,,,METAR,175.0
KVAY 012354Z AUTO 00000KT 10SM BKN080 16/11 A2975 RMK AO2 RAB38E49 SLP073 P0000 60000 T01560111 10206 20156 53020,KVAY,2020-05-01T23:54:00Z,39.93,-74.83,15.6,11.1,0,0,,10.0,29.749016,1007.3,,TRUE,TRUE,,,,,,,BKN,8000,,,,,,,VFR,2.0,20.6,15.6,,,0.005,,0.005,,,,METAR,15.0
KWAL 012354Z AUTO 29007KT 10SM OVC085 16/09 A2980 RMK AO2 SLP089 T01610094 10194 20161 53019,KWAL,2020-05-01T23:54:00Z,37.93,-75.47,16.1,9.4,290,7,,10.0,29.799213,1008.9,,TRUE,TRUE,,,,,,,OVC,8500,,,,,,,VFR,1.9,19.4,16.1,,,,,,,,,METAR,14.0
KHWD 012354Z 28014G21KT 10SM CLR 20/09 A3006 RMK AO2 SLP190 T02000089 10217 20167 56008,KHWD,2020-05-01T23:54:00Z,37.67,-122.12,20.0,8.9,280,14,21,10.0,30.059055,1019.0,,,TRUE,,,,,,,CLR,,,,,,,,VFR,-0.8,21.7,16.7,,,,,,,,,METAR,21.0
KBUY 012354Z AUTO 29009KT 10SM BKN065 16/05 A2998 RMK AO2 SLP151 60000 T01610050 10206 20161 53028,KBUY,2020-05-01T23:54:00Z,36.05,-79.47,16.1,5.0,290,9,,10.0,29.97933,1015.1,,TRUE,TRUE,,,,,,,BKN,6500,,,,,,,VFR,2.8,20.6,16.1,,,,,0.005,,,,METAR,180.0
KBTV 012354Z 34017G24KT 10SM SCT029 BKN035 OVC075 13/06 A2976 RMK AO2 SLP078 T01280061 10200 20128 53035,KBTV,2020-05-01T23:54:00Z,44.47,-73.15,12.8,6.1,340,17,24,10.0,29.760826,1007.8,,,TRUE,,,,,,,SCT,2900,BKN,3500,OVC,7500,,,VFR,3.5,20.0,12.8,,,,,,,,,METAR,105.0
KBOS 012354Z 00000KT 5SM -RA BR FEW010 SCT045 OVC085 12/12 A2967 RMK AO2 SLP045 P0001 60001 T01220117 10167 20111 53011,KBOS,2020-05-01T23:54:00Z,42.37,-71.02,12.2,11.7,0,0,,5.0,29.66929,1004.5,,,TRUE,,,,,,-RA BR,FEW,1000,SCT,4500,OVC,8500,,,MVFR,1.1,16.7,11.1,,,0.01,,0.01,,,,METAR,6.0
KBFL 012354Z 27009KT 230V290 10SM CLR 27/01 A2997 RMK AO2 SLP144 T02670006 10272 20211 56022,KBFL,2020-05-01T23:54:00Z,35.43,-119.05,26.7,0.6,270,9,,10.0,29.970472,1014.4,,,TRUE,,,,,,,CLR,,,,,,,,VFR,-2.2,27.2,21.1,,,,,,,,,METAR,151.0
KISW 012354Z AUTO 13007KT 10SM SCT110 17/04 A2987 RMK AO2 SLP120 60001 T01670044 10189 20139 56018,KISW,2020-05-01T23:54:00Z,44.37,-89.83,16.7,4.4,130,7,,10.0,29.870079,1012.0,,TRUE,TRUE,,,,,,,SCT,11000,,,,,,,VFR,-1.8,18.9,13.9,,,,,0.01,,,,METAR,307.0
KIPT 012354Z 28009KT 10SM BKN045 OVC055 14/08 A2984 RMK AO2 RAB24E50 SLP105 P0000 60000 T01440078 10200 20144 53031,KIPT,2020-05-01T23:54:00Z,41.25,-76.92,14.4,7.8,280,9,,10.0,29.840551,1010.5,,,TRUE,,,,,,,BKN,4500,OVC,5500,,,,,VFR,3.1,20.0,14.4,,,0.005,,0.005,,,,METAR,164.0
KINT 012354Z 36009KT 10SM CLR 14/05 A3002 RMK AO2 SLP164 T01390050 10178 20139 53021,KINT,2020-05-01T23:54:00Z,36.13,-80.22,13.9,5.0,360,9,,10.0,30.02067,1016.4,,,TRUE,,,,,,,CLR,,,,,,,,VFR,2.1,17.8,13.9,,,,,,,,,METAR,291.0
KIND 012354Z 00000KT 10SM BKN130 BKN250 18/03 A3004 RMK AO2 SLP173 VIRGA OHD T01780033 10189 20161 50004,KIND,2020-05-01T23:54:00Z,39.72,-86.3,17.8,3.3,0,0,,10.0,30.041338,1017.3,,,TRUE,,,,,,,BKN,13000,BKN,25000,,,,,VFR,0.4,18.9,16.1,,,,,,,,,METAR,241.0
KIMT 012354Z AUTO 16005KT 10SM OVC095 16/M01 A2987 RMK AO2 SLP122 T01611011 10211 20161 58004,KIMT,2020-05-01T23:54:00Z,45.82,-88.12,16.1,-1.1,160,5,,10.0,29.870079,1012.2,,TRUE,TRUE,,,,,,,OVC,9500,,,,,,,VFR,-0.4,21.1,16.1,,,,,,,,,METAR,349.0
KILN 012354Z AUTO 33006KT 10SM CLR 16/06 A3005 RMK AO2 SLP182 T01610056 10178 20122 53008,KILN,2020-05-01T23:54:00Z,39.43,-83.8,16.1,5.6,330,6,,10.0,30.050198,1018.2,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,0.8,17.8,12.2,,,,,,,,,METAR,322.0
KBWI 012354Z 29009KT 10SM SCT070 16/06 A2982 RMK AO2 SLP098 T01610056 10189 20161 53019,KBWI,2020-05-01T23:54:00Z,39.17,-76.68,16.1,5.6,290,9,,10.0,29.819881,1009.8,,,TRUE,,,,,,,SCT,7000,,,,,,,VFR,1.9,18.9,16.1,,,,,,,,,METAR,59.0
KCEU 012354Z AUTO 30009KT 10SM CLR 21/00 A2999 RMK AO2 SLP151 T02110000 10239 20211 53015,KCEU,2020-05-01T23:54:00Z,34.67,-82.88,21.1,0.0,300,9,,10.0,29.991142,1015.1,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,1.5,23.9,21.1,,,,,,,,,METAR,268.0
KDSM 012354Z 18012KT 10SM CLR 25/12 A2976 RMK AO2 SLP074 T02500117 10267 20217 56006,KDSM,2020-05-01T23:54:00Z,41.53,-93.67,25.0,11.7,180,12,,10.0,29.760826,1007.4,,,TRUE,,,,,,,CLR,,,,,,,,VFR,-0.6,26.7,21.7,,,,,,,,,METAR,295.0
KDYL 012354Z AUTO 32006KT 10SM CLR 17/07 A2975 RMK AO2 SLP073 60000 T01670072 10206 20167 51015,KDYL,2020-05-01T23:54:00Z,40.33,-75.12,16.7,7.2,320,6,,10.0,29.749016,1007.3,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,1.5,20.6,16.7,,,,,0.005,,,,METAR,117.0
KLNK 012354Z 04003KT 10SM CLR 31/12 A2974 RMK AO2 SLP060 T03060117 10328 20267 53001,KLNK,2020-05-01T23:54:00Z,40.85,-96.77,30.6,11.7,40,3,,10.0,29.740158,1006.0,,,TRUE,,,,,,,CLR,,,,,,,,VFR,0.1,32.8,26.7,,,,,,,,,METAR,364.0
KECG 012354Z 28007KT 10SM OVC090 14/12 A2987 RMK AO2 RAE08 SLP116 P0000 60008 T01440117 10178 20139 53019,KECG,2020-05-01T23:54:00Z,36.27,-76.18,14.4,11.7,280,7,,10.0,29.870079,1011.6,,,TRUE,,,,,,,OVC,9000,,,,,,,VFR,1.9,17.8,13.9,,,0.005,,0.08,,,,METAR,11.0
KFFZ 012354Z AUTO 29003KT 10SM CLR 37/M01 A2978 RMK AO2 SLP061 T03671006 10378 20322 56020,KFFZ,2020-05-01T23:54:00Z,33.47,-111.72,36.7,-0.6,290,3,,10.0,29.778543,1006.1,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,-2.0,37.8,32.2,,,,,,,,,METAR,424.0
KFIG 012354Z AUTO 30010KT 10SM OVC016 10/07 A2994 RMK AO2 SLP143 60000 T01000067 10139 20100 51028,KFIG,2020-05-01T23:54:00Z,41.05,-78.42,10.0,6.7,300,10,,10.0,29.940945,1014.3,,TRUE,TRUE,,,,,,,OVC,1600,,,,,,,MVFR,2.8,13.9,10.0,,,,,0.005,,,,METAR,462.0
KEWN 012354Z 30008KT 10SM BKN075 OVC095 17/09 A2993 RMK AO2 SLP133 60000 T01670089 10200 20167 53026,KEWN,2020-05-01T23:54:00Z,35.07,-77.05,16.7,8.9,300,8,,10.0,29.929134,1013.3,,,TRUE,,,,,,,BKN,7500,OVC,9500,,,,,VFR,2.6,20.0,16.7,,,,,0.005,,,,METAR,3.0
KEVV 012354Z AUTO 10004KT 10SM CLR 22/06 A3002 RMK AO2 SLP163 T02170056 10228 20194 55006,KEVV,2020-05-01T23:54:00Z,38.05,-87.52,21.7,5.6,100,4,,10.0,30.02067,1016.3,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,-0.6,22.8,19.4,,,,,,,,,METAR,117.0
KEUG 012354Z 00000KT 10SM SCT030 SCT085 18/11 A3004 RMK AO2 SLP173 60003 T01780106 10183 20128 58020,KEUG,2020-05-01T23:54:00Z,44.13,-123.22,17.8,10.6,0,0,,10.0,30.041338,1017.3,,,TRUE,,,,,,,SCT,3000,SCT,8500,,,,,VFR,-2.0,18.3,12.8,,,,,0.03,,,,METAR,114.0
KCOU 012354Z 15006KT 10SM CLR 24/09 A2986 RMK AO2 SLP106 T02390089 10267 20233 56004,KCOU,2020-05-01T23:54:00Z,38.82,-92.22,23.9,8.9,150,6,,10.0,29.861221,1010.6,,,TRUE,,,,,,,CLR,,,,,,,,VFR,-0.4,26.7,23.3,,,,,,,,,METAR,271.0
KCOS 012354Z 21013KT 10SM FEW090 BKN150 BKN220 29/M03 A2994 RMK AO2 PK WND 19031/2255 WSHFT 2338 SLP044 T02891033 10300 20261 56007 $,KCOS,2020-05-01T23:54:00Z,38.82,-104.68,28.9,-3.3,210,13,,10.0,29.940945,1004.4,,,TRUE,TRUE,,,,,,FEW,9000,BKN,15000,BKN,22000,,,VFR,-0.7,30.0,26.1,,,,,,,,,METAR,1856.0
KUIN 012354Z AUTO 15006KT 10SM CLR 21/08 A2985 RMK AO2 SLP107 T02110083 10239 20211 55013,KUIN,2020-05-01T23:54:00Z,39.95,-91.2,21.1,8.3,150,6,,10.0,29.84941,1010.7,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,-1.3,23.9,21.1,,,,,,,,,METAR,234.0
KRIC 012354Z 33006KT 10SM FEW060 BKN090 BKN300 16/07 A2988 RMK AO2 SLP122 60005 T01560072 10189 20133 53021,KRIC,2020-05-01T23:54:00Z,37.52,-77.32,15.6,7.2,330,6,,10.0,29.878937,1012.2,,,TRUE,,,,,,,FEW,6000,BKN,9000,BKN,30000,,,VFR,2.1,18.9,13.3,,,,,0.05,,,,METAR,50.0
KRFD 012354Z 14011KT 10SM BKN140 BKN250 18/08 A2993 RMK AO2 SLP138 T01830078 10200 20172 58014,KRFD,2020-05-01T23:54:00Z,42.2,-89.1,18.3,7.8,140,11,,10.0,29.929134,1013.8,,,TRUE,,,,,,,BKN,14000,BKN,25000,,,,,VFR,-1.4,20.0,17.2,,,,,,,,,METAR,221.0
KRDG 012354Z AUTO 29007KT 10SM BKN070 OVC120 16/09 A2978 RMK AO2 SLP088 60000 T01610089 10200 20161 52017,KRDG,2020-05-01T23:54:00Z,40.37,-75.97,16.1,8.9,290,7,,10.0,29.778543,1008.8,,TRUE,TRUE,,,,,,,BKN,7000,OVC,12000,,,,,VFR,1.7,20.0,16.1,,,,,0.005,,,,METAR,109.0
KLAF 012354Z 14004KT 10SM CLR 19/06 A3001 RMK AO2 SLP162 T01890056 10206 20178 58003,KLAF,2020-05-01T23:54:00Z,40.42,-86.93,18.9,5.6,140,4,,10.0,30.008858,1016.2,,,TRUE,,,,,,,CLR,,,,,,,,VFR,-0.3,20.6,17.8,,,,,,,,,METAR,182.0
KCRW 012354Z 28003KT 10SM SCT033 BKN046 12/07 A3006 RMK AO2 SLP181 60001 T01220067 10133 20100 53015,KCRW,2020-05-01T23:54:00Z,38.38,-81.58,12.2,6.7,280,3,,10.0,30.059055,1018.1,,,TRUE,,,,,,,SCT,3300,BKN,4600,,,,,VFR,1.5,13.3,10.0,,,,,0.01,,,,METAR,309.0
KDEC 012354Z 14012KT 10SM CLR 19/09 A2996 RMK AO2 SLP145 T01940089 10217 20189 58009,KDEC,2020-05-01T23:54:00Z,39.83,-88.85,19.4,8.9,140,12,,10.0,29.958662,1014.5,,,TRUE,,,,,,,CLR,,,,,,,,VFR,-0.9,21.7,18.9,,,,,,,,,METAR,207.0
KRKS 012354Z AUTO 29018G27KT 10SM FEW045 SCT065 10/02 A3014 RMK AO2 PK WND 30029/2300 SLP174 T01000022 10156 20100 53004,KRKS,2020-05-01T23:54:00Z,41.6,-109.07,10.0,2.2,290,18,27,10.0,30.138779,1017.4,,TRUE,TRUE,,,,,,,FEW,4500,SCT,6500,,,,,VFR,0.4,15.6,10.0,,,,,,,,,METAR,2060.0
KMKC 012354Z 17005KT 10SM CLR 26/13 A2978 RMK AO2 SLP078 T02560133 10278 20250 55006,KMKC,2020-05-01T23:54:00Z,39.12,-94.6,25.6,13.3,170,5,,10.0,29.778543,1007.8,,,TRUE,,,,,,,CLR,,,,,,,,VFR,-0.6,27.8,25.0,,,,,,,,,METAR,227.0
KMIV 012354Z AUTO 31005KT 10SM OVC070 17/09 A2976 RMK AO2 SLP076 60003 T01720094 10200 20144 53017,KMIV,2020-05-01T23:54:00Z,39.37,-75.08,17.2,9.4,310,5,,10.0,29.760826,1007.6,,TRUE,TRUE,,,,,,,OVC,7000,,,,,,,VFR,1.7,20.0,14.4,,,,,0.03,,,,METAR,23.0
PGUM 012354Z 08012KT 10SM FEW035 28/24 A2993 RMK AO2 SLP127 60055 T02780244 50009 $,PGUM,2020-05-01T23:54:00Z,13.48,144.8,27.8,24.4,80,12,,10.0,29.929134,1012.7,,,TRUE,TRUE,,,,,,FEW,3500,,,,,,,VFR,0.9,,,,,,,0.55,,,,METAR,91.0
K1V4 012354Z AUTO 14/09 A2966 RMK AO1 SLP041 60001 T01440089 10178 20144 53014,K1V4,2020-05-01T23:54:00Z,44.42,-72.02,14.4,8.9,,,,,29.660433,1004.1,,TRUE,TRUE,,,,,,,,,,,,,,,,1.4,17.8,14.4,,,,,0.01,,,,METAR,210.0
KNKT 012354Z 30015G19KT 10SM FEW050 BKN090 18/09 A2992 RMK AO2 SLP130 T01780089 10211 20172 53025,KNKT,2020-05-01T23:54:00Z,34.9,-76.88,17.8,8.9,300,15,19,10.0,29.920275,1013.0,,,TRUE,,,,,,,FEW,5000,BKN,9000,,,,,VFR,2.5,21.1,17.2,,,,,,,,,METAR,9.0
KJST 012354Z AUTO 30011KT 10SM OVC005 07/06 A2996 RMK AO2 SLP154 60001 T00720056 10106 20072 52028,KJST,2020-05-01T23:54:00Z,40.32,-78.83,7.2,5.6,300,11,,10.0,29.958662,1015.4,,TRUE,TRUE,,,,,,,OVC,500,,,,,,,IFR,2.8,10.6,7.2,,,,,0.01,,,,METAR,694.0
KJAN 012354Z 18006KT 10SM SCT250 24/09 A3005 RMK AO2 SLP171 T02440089 10278 20244 56009,KJAN,2020-05-01T23:54:00Z,32.32,-90.08,24.4,8.9,180,6,,10.0,30.050198,1017.1,,,TRUE,,,,,,,SCT,25000,,,,,,,VFR,-0.9,27.8,24.4,,,,,,,,,METAR,91.0
KIZG 012354Z AUTO 18003KT 10SM CLR 12/11 A2964 RMK AO2 SLP040 T01170106 10144 20117 53003,KIZG,2020-05-01T23:54:00Z,43.98,-70.95,11.7,10.6,180,3,,10.0,29.639763,1004.0,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,0.3,14.4,11.7,,,,,,,,,METAR,135.0
PAKN 012354Z 21008KT 10SM BKN055 OVC080 11/M03 A2987 RMK AO2 SLP114 60000 T01061028 10106 20028 52001,PAKN,2020-05-01T23:54:00Z,58.68,-156.65,10.6,-2.8,210,8,,10.0,29.870079,1011.4,,,TRUE,,,,,,,BKN,5500,OVC,8000,,,,,VFR,0.1,10.6,2.8,,,,,0.005,,,,METAR,17.0
PAHN 012354Z AUTO 19006KT 10SM FEW055 12/M01 A2995 RMK AO2 SLP143 T01221011 10133 20083 56021 TSNO,PAHN,2020-05-01T23:54:00Z,59.25,-135.52,12.2,-1.1,190,6,,10.0,29.949802,1014.3,,TRUE,TRUE,,,TRUE,,,,FEW,5500,,,,,,,VFR,-2.1,13.3,8.3,,,,,,,,,METAR,5.0
KOFP 012354Z AUTO 33005KT 10SM OVC085 16/06 A2990 RMK AO2 SLP124 60000 T01560056 10183 20139 53023,KOFP,2020-05-01T23:54:00Z,37.7,-77.43,15.6,5.6,330,5,,10.0,29.899607,1012.4,,TRUE,TRUE,,,,,,,OVC,8500,,,,,,,VFR,2.3,18.3,13.9,,,,,0.005,,,,METAR,62.0
KAVL 012354Z 32007KT 10SM CLR 17/03 A3004 RMK AO2 SLP158 T01720028 10189 20161 $,KAVL,2020-05-01T23:54:00Z,35.43,-82.53,17.2,2.8,320,7,,10.0,30.041338,1015.8,,,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,18.9,16.1,,,,,,,,,METAR,670.0
KAUW 012354Z AUTO 14006KT 10SM FEW065 OVC100 14/04 A2987 RMK AO2 SLPNO 60001 T01390044 10183 20139 56009,KAUW,2020-05-01T23:54:00Z,44.93,-89.62,13.9,4.4,140,6,,10.0,29.870079,,,TRUE,TRUE,,,,,,,FEW,6500,OVC,10000,,,,,VFR,-0.9,18.3,13.9,,,,,0.01,,,,METAR,362.0
KAPN 012354Z 01008KT 10SM CLR 14/02 A2997 RMK AO2 SLP150 T01440022 10189 20144 53006,KAPN,2020-05-01T23:54:00Z,45.07,-83.57,14.4,2.2,10,8,,10.0,29.970472,1015.0,,,TRUE,,,,,,,CLR,,,,,,,,VFR,0.6,18.9,14.4,,,,,,,,,METAR,210.0
KAPC 012354Z AUTO 25018G24KT 10SM CLR 22/09 A3002 RMK AO2 SLP156 T02220094 10256 20183 58013,KAPC,2020-05-01T23:54:00Z,38.2,-122.28,22.2,9.4,250,18,24,10.0,30.02067,1015.6,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,-1.3,25.6,18.3,,,,,,,,,METAR,13.0
KALO 012354Z AUTO 17015G21KT 10SM CLR 24/07 A2978 RMK AO2 SLP083 T02440072 10267 20228 56001 $,KALO,2020-05-01T23:54:00Z,42.55,-92.4,24.4,7.2,170,15,21,10.0,29.778543,1008.3,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,-0.1,26.7,22.8,,,,,,,,,METAR,264.0
KAKR 012354Z AUTO 32008KT 10SM CLR 13/03 A3002 RMK AO2 SLP167 T01280028 10144 20094 53010,KAKR,2020-05-01T23:54:00Z,41.03,-81.47,12.8,2.8,320,8,,10.0,30.02067,1016.7,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,1.0,14.4,9.4,,,,,,,,,METAR,363.0
KAKQ 012354Z AUTO 24003KT 10SM FEW060 FEW100 14/11 A2988 RMK AO2 SLP120 60011 T01390106 10194 20128 53019 TSNO,KAKQ,2020-05-01T23:54:00Z,36.98,-77.0,13.9,10.6,240,3,,10.0,29.878937,1012.0,,TRUE,TRUE,,,TRUE,,,,FEW,6000,FEW,10000,,,,,VFR,1.9,19.4,12.8,,,,,0.11,,,,METAR,34.0
KAKH 012354Z AUTO 30003KT 10SM CLR 20/05 A2999 RMK AO2 SLP153 T02000050 10222 20200 53015,KAKH,2020-05-01T23:54:00Z,35.2,-81.15,20.0,5.0,300,3,,10.0,29.991142,1015.3,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,1.5,22.2,20.0,,,,,,,,,METAR,243.0
KSET 012354Z AUTO 13008KT 10SM CLR 23/11 A2989 RMK AO2 SLP120 T02330106 10267 20233 55009 $,KSET,2020-05-01T23:54:00Z,38.93,-90.43,23.3,10.6,130,8,,10.0,29.890747,1012.0,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,-0.9,26.7,23.3,,,,,,,,,METAR,134.0
KSBY 012354Z 29006KT 10SM BKN075 16/08 A2979 RMK AO2 SLP090 T01610083 10183 20161 53015,KSBY,2020-05-01T23:54:00Z,38.33,-75.5,16.1,8.3,290,6,,10.0,29.790354,1009.0,,,TRUE,,,,,,,BKN,7500,,,,,,,VFR,1.5,18.3,16.1,,,,,,,,,METAR,19.0
KSBN 012354Z 16004KT 10SM SCT120 16/03 A3002 RMK AO2 SLP168 T01610033 10183 20150 58002,KSBN,2020-05-01T23:54:00Z,41.7,-86.32,16.1,3.3,160,4,,10.0,30.02067,1016.8,,,TRUE,,,,,,,SCT,12000,,,,,,,VFR,-0.2,18.3,15.0,,,,,,,,,METAR,237.0
KRST 012354Z 17019G29KT 10SM BKN100 22/06 A2972 RMK AO2 PK WND 17034/2305 SLP062 T02220056 10244 20178 56020,KRST,2020-05-01T23:54:00Z,43.9,-92.5,22.2,5.6,170,19,29,10.0,29.719488,1006.2,,,TRUE,,,,,,,BKN,10000,,,,,,,VFR,-2.0,24.4,17.8,,,,,,,,,METAR,403.0
KROC 012354Z 26009KT 10SM FEW030 FEW050 11/07 A2989 RMK AO2 SLP128 60000 T01110072 10128 20094 53012,KROC,2020-05-01T23:54:00Z,43.12,-77.68,11.1,7.2,260,9,,10.0,29.890747,1012.8,,,TRUE,,,,,,,FEW,3000,FEW,5000,,,,,VFR,1.2,12.8,9.4,,,,,0.005,,,,METAR,178.0
KROA 012354Z 31005KT 10SM OVC038 13/06 A3002 RMK AO2 SLP165 60000 T01330056 10139 20122 51026,KROA,2020-05-01T23:54:00Z,37.32,-79.97,13.3,5.6,310,5,,10.0,30.02067,1016.5,,,TRUE,,,,,,,OVC,3800,,,,,,,VFR,2.6,13.9,12.2,,,,,0.005,,,,METAR,362.0
KLWT 012354Z AUTO 35003KT 10SM CLR 14/M01 A3002 RMK AO2 SLP158 T01391006 10144 20094 56004,KLWT,2020-05-01T23:54:00Z,47.03,-109.47,13.9,-0.6,350,3,,10.0,30.02067,1015.8,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,-0.4,14.4,9.4,,,,,,,,,METAR,1270.0
KPHF 012354Z 27006KT 10SM OVC100 17/08 A2986 RMK AO2 SLP111 60000 T01720078 10217 20167 53023,KPHF,2020-05-01T23:54:00Z,37.13,-76.5,17.2,7.8,270,6,,10.0,29.861221,1011.1,,,TRUE,,,,,,,OVC,10000,,,,,,,VFR,2.3,21.7,16.7,,,,,0.005,,,,METAR,12.0
KORH 012354Z 33011G20KT 10SM -RA BKN070 OVC085 14/08 A2966 RMK AO2 RAB53 SLP043 P0000 60004 T01440083 10189 20139 50006 $,KORH,2020-05-01T23:54:00Z,42.27,-71.87,14.4,8.3,330,11,20,10.0,29.660433,1004.3,,,TRUE,TRUE,,,,,-RA,BKN,7000,OVC,8500,,,,,VFR,0.6,18.9,13.9,,,0.005,,0.04,,,,METAR,304.0
KOLS 012354Z AUTO 20011G19KT 10SM CLR 32/00 A3002 RMK AO2 SLP102 T03170000 10339 20300 56013,KOLS,2020-05-01T23:54:00Z,31.42,-110.85,31.7,0.0,200,11,19,10.0,30.02067,1010.2,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,-1.3,33.9,30.0,,,,,,,,,METAR,1184.0
KOLM 012354Z 19011KT 10SM OVC060 17/02 A3002 RMK AO2 SLP166 T01670022 10189 20128 56004,KOLM,2020-05-01T23:54:00Z,46.97,-122.9,16.7,2.2,190,11,,10.0,30.02067,1016.6,,,TRUE,,,,,,,OVC,6000,,,,,,,VFR,-0.4,18.9,12.8,,,,,,,,,METAR,58.0
KUZA 012354Z AUTO 32004KT 10SM CLR 18/07 A2999 RMK AO2 SLP152 T01830072 10211 20183 53013,KUZA,2020-05-01T23:54:00Z,34.98,-81.05,18.3,7.2,320,4,,10.0,29.991142,1015.2,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,1.3,21.1,18.3,,,,,,,,,METAR,202.0
KDMH 012354Z AUTO 17/05 A2981 RMK AO1 SLP095 T01720050 10189 20172 53017,KDMH,2020-05-01T23:54:00Z,39.28,-76.62,17.2,5.0,,,,,29.811024,1009.5,,TRUE,TRUE,,,,,,,,,,,,,,,,1.7,18.9,17.2,,,,,,,,,METAR,5.0
KSJN 012354Z AUTO 23012G25KT 10SM CLR 28/M09 A3005 RMK AO2 PK WND 23028/2314 SLP084 T02831089 10306 20278 55005,KSJN,2020-05-01T23:54:00Z,34.52,-109.38,28.3,-8.9,230,12,25,10.0,30.050198,1008.4,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,-0.5,30.6,27.8,,,,,,,,,METAR,1745.0
KSLC 012354Z 11011KT 10SM FEW080 OVC090 18/05 A3001 RMK AO2 SLP129 60000 T01830050 10189 20150 58010,KSLC,2020-05-01T23:54:00Z,40.77,-111.97,18.3,5.0,110,11,,10.0,30.008858,1012.9,,,TRUE,,,,,,,FEW,8000,OVC,9000,,,,,VFR,-1.0,18.9,15.0,,,,,0.005,,,,METAR,1286.0
KTQE 012354Z AUTO 32016KT 10SM CLR 31/09 A2972 RMK AO2 SLP052 T03060089 10328 20278 53008,KTQE,2020-05-01T23:54:00Z,41.77,-96.18,30.6,8.9,320,16,,10.0,29.719488,1005.2,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,0.8,32.8,27.8,,,,,,,,,METAR,312.0
KTAD 012354Z AUTO 18014KT 10SM CLR 29/M04 A2990 RMK AO2 SLP045 T02891044 10322 20272 56013,KTAD,2020-05-01T23:54:00Z,37.27,-104.33,28.9,-4.4,180,14,,10.0,29.899607,1004.5,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,-1.3,32.2,27.2,,,,,,,,,METAR,1756.0
KSYR 012354Z 32006KT 10SM OVC006 10/09 A2987 RMK AO2 SLP112 60003 T01000089 10117 20100 53020,KSYR,2020-05-01T23:54:00Z,43.12,-76.1,10.0,8.9,320,6,,10.0,29.870079,1011.2,,,TRUE,,,,,,,OVC,600,,,,,,,IFR,2.0,11.7,10.0,,,,,0.03,,,,METAR,127.0
